Mod:Item:MetaData, Localized Name
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
betterwithmods:long_friend, Long Friend
betterwithmods:detector_rail_steel, Soulforged Steel Detector Rail
betterwithmods:detector_rail_stone, Stone Detector Rail
betterwithmods:breeding_harness, Breeding Harness
betterwithmods:anchor, Anchor
betterwithmods:rope, Hemp Rope
betterwithmods:single_machine:0, Mill Stone
betterwithmods:single_machine:1, Pulley
betterwithmods:single_machine:2, Filtered Hopper
betterwithmods:single_machine:3, Turntable
betterwithmods:wooden_axle, Wooden Axle
betterwithmods:steel_axle, Steel Axle
betterwithmods:wooden_gearbox, Wooden Gearbox
betterwithmods:steel_gearbox, Steel Gearbox
betterwithmods:steel_broken_gearbox, Broken Steel Gearbox
betterwithmods:wooden_broken_gearbox, Broken Wooden Gearbox
betterwithmods:hand_crank, Hand Crank
betterwithmods:wicker, Wicker
betterwithmods:grate:0, Oak Grate
betterwithmods:grate:1, Spruce Grate
betterwithmods:grate:2, Birch Grate
betterwithmods:grate:3, Jungle Grate
betterwithmods:grate:4, Acacia Grate
betterwithmods:grate:5, Dark Oak Grate
betterwithmods:slats:0, Oak Slats
betterwithmods:slats:1, Spruce Slats
betterwithmods:slats:2, Birch Slats
betterwithmods:slats:3, Jungle Slats
betterwithmods:slats:4, Acacia Slats
betterwithmods:slats:5, Dark Oak Slats
betterwithmods:planter:0, Planter
betterwithmods:planter:1, Farmland Planter
betterwithmods:planter:2, Grass Planter
betterwithmods:planter:3, Soul Sand Planter
betterwithmods:planter:4, Fertile Planter
betterwithmods:planter:5, Sand Planter
betterwithmods:planter:6, Water Planter
betterwithmods:planter:7, Gravel Planter
betterwithmods:planter:8, Red Sand Planter
betterwithmods:planter:9, Dirt Planter
betterwithmods:vase:0, White Vase
betterwithmods:vase:1, Orange Vase
betterwithmods:vase:2, Magenta Vase
betterwithmods:vase:3, Light Blue Vase
betterwithmods:vase:4, Yellow Vase
betterwithmods:vase:5, Lime Vase
betterwithmods:vase:6, Pink Vase
betterwithmods:vase:7, Gray Vase
betterwithmods:vase:8, Light Gray Vase
betterwithmods:vase:9, Cyan Vase
betterwithmods:vase:10, Purple Vase
betterwithmods:vase:11, Blue Vase
betterwithmods:vase:12, Brown Vase
betterwithmods:vase:13, Green Vase
betterwithmods:vase:14, Red Vase
betterwithmods:vase:15, Black Vase
betterwithmods:vase:0, White Vase
betterwithmods:urn:0, Urn
betterwithmods:urn:8, Soul Urn
betterwithmods:urn:9, Void Urn
betterwithmods:unfired_pottery:0, Unfired Crucible
betterwithmods:unfired_pottery:1, Unfired Planter
betterwithmods:unfired_pottery:2, Unfired Urn
betterwithmods:unfired_pottery:3, Unfired Vase
betterwithmods:unfired_pottery:4, Unfired Brick
betterwithmods:unfired_pottery:5, Unfired Netherbrick
betterwithmods:hibachi, Hibachi
betterwithmods:bellows:0, Bellows
betterwithmods:bellows:1, Spring Action Bellows
betterwithmods:hemp, Hemp Seeds
betterwithmods:detector, Detector Block
betterwithmods:lens, Lens Focus
betterwithmods:saw, Saw
betterwithmods:aesthetic:0, Chopping Block
betterwithmods:aesthetic:1, Bloodied Chopping Block
betterwithmods:aesthetic:2, Hardened Nether Sludge
betterwithmods:aesthetic:3, Concentrated Hellfire Block
betterwithmods:aesthetic:4, Rope Block
betterwithmods:aesthetic:5, Flint Block
betterwithmods:aesthetic:6, White Stone
betterwithmods:aesthetic:7, White Cobble
betterwithmods:aesthetic:8, Ender Block
betterwithmods:aesthetic:9, Block of Padding
betterwithmods:aesthetic:10, Block of Soap
betterwithmods:aesthetic:11, Block of Dung
betterwithmods:aesthetic:12, Block of Wicker
betterwithmods:aesthetic:13, Block of Nethercoal
betterwithmods:booster, Mechanical Booster Rail
betterwithmods:wood_bench:0, Oak Wood Bench
betterwithmods:wood_bench:1, Spruce Wood Bench
betterwithmods:wood_bench:2, Birch Wood Bench
betterwithmods:wood_bench:3, Jungle Wood Bench
betterwithmods:wood_bench:4, Acacia Wood Bench
betterwithmods:wood_bench:5, Dark Oak Wood Bench
betterwithmods:wood_table:0, Oak Wood Table
betterwithmods:wood_table:1, Spruce Wood Table
betterwithmods:wood_table:2, Birch Wood Table
betterwithmods:wood_table:3, Jungle Wood Table
betterwithmods:wood_table:4, Acacia Wood Table
betterwithmods:wood_table:5, Dark Oak Wood Table
betterwithmods:companion_cube, Companion Cube
betterwithmods:block_dispenser, Block Dispenser
betterwithmods:bamboo_chime:0, Oak Bamboo Chime
betterwithmods:bamboo_chime:1, Spruce Bamboo Chime
betterwithmods:bamboo_chime:2, Birch Bamboo Chime
betterwithmods:bamboo_chime:3, Jungle Bamboo Chime
betterwithmods:bamboo_chime:4, Acacia Bamboo Chime
betterwithmods:bamboo_chime:5, Dark Oak Bamboo Chime
betterwithmods:metal_chime:0, Oak Wind Chime
betterwithmods:metal_chime:1, Spruce Wind Chime
betterwithmods:metal_chime:2, Birch Wind Chime
betterwithmods:metal_chime:3, Jungle Wind Chime
betterwithmods:metal_chime:4, Acacia Wind Chime
betterwithmods:metal_chime:5, Dark Oak Wind Chime
betterwithmods:buddy_block, Buddy Block
betterwithmods:creative_generator, Creative Mechanical Generator
betterwithmods:light, Light Block
betterwithmods:platform, Platform
betterwithmods:mining_charge, Mining Charge
betterwithmods:fertile_farmland, Fertile Farmland
betterwithmods:screw_pump, Screw Pump
betterwithmods:vine_trap, Vine Trap
betterwithmods:raw_pastry:0, Cake Batter
betterwithmods:raw_pastry:1, Oven Ready Pumpkin Pie
betterwithmods:raw_pastry:2, Raw Cookie Dough
betterwithmods:raw_pastry:3, Flour
betterwithmods:raw_pastry:4, Oven Ready Apple Pie
betterwithmods:steel_anvil, Soulforged Steel Anvil
betterwithmods:dirt_slab:0, Dirt Slab
betterwithmods:dirt_slab:1, Grass Slab
betterwithmods:dirt_slab:2, Mycelium Slab
betterwithmods:cooking_pot:0, Crucible
betterwithmods:cooking_pot:1, Cauldron
betterwithmods:cooking_pot:2, Mysterious Vessel
betterwithmods:iron_wall, Iron Wall
betterwithmods:stake, Stake
betterwithmods:nether_growth, Nether Growth Spore
betterwithmods:steel_block:0, Soulforged Steel Block
betterwithmods:steel_saw, Soulforged Steel Saw
betterwithmods:blood_log, Bloodwood
betterwithmods:blood_leaves, Bloodwood Leaves
betterwithmods:blood_sapling, Bloodwood Sapling
betterwithmods:nether_clay, Nether Sludge Block
betterwithmods:cobblestone:0, Granite Cobblestone
betterwithmods:cobblestone:1, Diorite Cobblestone
betterwithmods:cobblestone:2, Andesite Cobblestone
betterwithmods:steel_pressure_plate, Steel Pressure Plate
betterwithmods:infernal_enchanter, Infernal Enchanter
betterwithmods:candle:0, White Candle
betterwithmods:candle:1, Orange Candle
betterwithmods:candle:2, Magenta Candle
betterwithmods:candle:3, Light Blue Candle
betterwithmods:candle:4, Yellow Candle
betterwithmods:candle:5, Lime Candle
betterwithmods:candle:6, Pink Candle
betterwithmods:candle:7, Gray Candle
betterwithmods:candle:8, Light Gray Candle
betterwithmods:candle:9, Cyan Candle
betterwithmods:candle:10, Purple Candle
betterwithmods:candle:11, Blue Candle
betterwithmods:candle:12, Brown Candle
betterwithmods:candle:13, Green Candle
betterwithmods:candle:14, Red Candle
betterwithmods:candle:15, Black Candle
betterwithmods:candle:0, White Candle
betterwithmods:candle_holder, Candle Holder
betterwithmods:shaft, Shaft
betterwithmods:bucket, Well Bucket
betterwithmods:material:0, Wooden Gear
betterwithmods:material:1, Nethercoal
betterwithmods:material:2, Hemp
betterwithmods:material:3, Hemp Fibers
betterwithmods:material:4, Hemp Cloth
betterwithmods:material:5, Dung
betterwithmods:material:6, Tanned Leather
betterwithmods:material:7, Scoured Leather
betterwithmods:material:8, Leather Strap
betterwithmods:material:9, Leather Belt
betterwithmods:material:10, Wood Blade
betterwithmods:material:11, Wind Sail
betterwithmods:material:12, Glue
betterwithmods:material:13, Tallow
betterwithmods:material:14, Soulforged Steel Ingot
betterwithmods:material:15, Ground Netherrack
betterwithmods:material:16, Hellfire Dust
betterwithmods:material:17, Concentrated Hellfire
betterwithmods:material:18, Coal Dust
betterwithmods:material:19, Filament
betterwithmods:material:20, Polished Lapis Lazuli
betterwithmods:material:21, Potash
betterwithmods:material:22, Sawdust
betterwithmods:material:23, Soul Dust
betterwithmods:material:24, Archimedes Screw
betterwithmods:material:25, Brimstone
betterwithmods:material:26, Niter
betterwithmods:material:27, Heating Element
betterwithmods:material:28, Explosive Fuse
betterwithmods:material:29, Blasting Oil
betterwithmods:material:30, Soulforged Steel Nugget
betterwithmods:material:31, Cut Leather
betterwithmods:material:32, Cut Leather (Tanned)
betterwithmods:material:33, Cut Leather (Scoured)
betterwithmods:material:34, Redstone Latch
betterwithmods:material:35, Nether Sludge
betterwithmods:material:36, Haft
betterwithmods:material:37, Charcoal Dust
betterwithmods:material:38, Soul Flux
betterwithmods:material:39, Ender Slag
betterwithmods:material:40, Ocular of Ender
betterwithmods:material:41, Padding
betterwithmods:material:42, Plate Armor
betterwithmods:material:43, Broadhead
betterwithmods:material:44, Cocoa Powder
betterwithmods:material:45, Diamond Ingot
betterwithmods:material:46, Diamond Nugget
betterwithmods:material:47, Chain Mail
betterwithmods:material:48, Soulforged Steel Gear
betterwithmods:material:49, Soulforged Steel Spring
betterwithmods:material:50, Soap
betterwithmods:material:51, Soulforged Steel Plate
betterwithmods:material:52, Witch Wart
betterwithmods:material:53, Mysterious Gland
betterwithmods:material:54, Poison Sac
betterwithmods:axle_generator:0, Windmill
betterwithmods:axle_generator:1, Water Wheel
betterwithmods:axle_generator:2, Vertical Windmill
betterwithmods:bark:0, Oak Bark
betterwithmods:bark:1, Spruce Bark
betterwithmods:bark:2, Birch Bark
betterwithmods:bark:3, Jungle Bark
betterwithmods:bark:4, Acacia Bark
betterwithmods:bark:5, Dark Oak Bark
betterwithmods:bark:6, Bloodwood Bark
betterwithmods:donut, Donut
betterwithmods:dynamite, Dynamite
betterwithmods:fertilizer, Fertilizer
betterwithmods:steel_axe, Refined Axe
betterwithmods:steel_hoe, Refined Hoe
betterwithmods:steel_pickaxe, Refined Pickaxe
betterwithmods:steel_shovel, Refined Shovel
betterwithmods:steel_sword, Refined Sword
betterwithmods:steel_mattock, Refined Mattock
betterwithmods:steel_battleaxe, Refined Battleaxe
betterwithmods:steel_hacksaw, Refined Hacksaw
betterwithmods:steel_helmet, Plate Armor Helmet
betterwithmods:steel_chest, Plate Armor Chest
betterwithmods:steel_pants, Plate Armor Leggings
betterwithmods:steel_boots, Plate Armor Boots
